,CNation,CCity,Long,Lat,Potential,Wages,Potential_Mean,Wages_Mean,Name,CName,Img_Link,Ability,Age,Foot,Position,Caps_Goals,Length,Weight,Nation
7741,England,Ipswich,1.1526345,52.0579495,58.0,8770.0,71.55578093306288,42233.71196754564,Joe Pigott,Ipswich Town,https://img.fminside.net/facesfm22/29067792.png,56.0,27.0,Right,Striker,0 / 0,192,84,England
7742,England,London,-0.1276474,51.5073219,60.0,6430.0,71.55578093306288,42233.71196754564,Jayden Stockley,Charlton,https://img.fminside.net/facesfm22/29063608.png,56.0,27.0,Right,Striker,0 / 0,191,80,England
7743,England,Birmingham,-1.9026911,52.4796992,68.0,29250.0,71.55578093306288,42233.71196754564,Scott Hogan,Birmingham,https://img.fminside.net/facesfm22/29063289.png,56.0,29.0,Right,Striker,8 / 0,181,64,Republic of Ireland
7744,England,Sheffield,-1.4702278,53.3806626,65.0,5850.0,71.55578093306288,42233.71196754564,Lee Gregory,Sheffield Wednesday,https://img.fminside.net/facesfm22/29060120.png,56.0,32.0,Right,Striker,0 / 0,188,78,England
7745,England,Rotherham,-1.355187,53.4310417,58.0,3740.0,71.55578093306288,42233.71196754564,Michael Smith,Rotherham,https://img.fminside.net/facesfm22/29036639.png,56.0,29.0,Right,Striker,0 / 0,194,85,England
7746,England,Sheffield,-1.4702278,53.3806626,60.0,8770.0,71.55578093306288,42233.71196754564,Chey Dunkley,Sheffield Wednesday,https://img.fminside.net/facesfm22/29036311.png,56.0,29.0,Right,Defenders,0 / 0,188,85,England
7747,England,Milton Keynes,-0.7589607,52.0429797,80.0,11700.0,71.55578093306288,42233.71196754564,Troy Parrott,MK Dons,https://img.fminside.net/facesfm22/28122837.png,56.0,19.0,Right,Striker,6 / 2,186,0,Republic of Ireland
7748,England,Blackpool,-3.0564845,53.8182212,68.0,5850.0,71.55578093306288,42233.71196754564,Tyreece John-Jules,Blackpool,https://img.fminside.net/facesfm22/28116310.png,56.0,20.0,Right,Striker,0 / 0,186,0,England
7749,Scotland,Dundee,-2.97019,56.4605938,80.0,3510.0,66.12962962962963,8470.462962962964,Dylan Levitt,Dundee Utd,https://img.fminside.net/facesfm22/28115832.png,56.0,20.0,Right,Midfield,9 / 0,180,73,Wales
7750,England,Hull,-0.3394758,53.7435722,65.0,11700.0,71.55578093306288,42233.71196754564,Matt Smith,Hull City,https://img.fminside.net/facesfm22/28108497.png,56.0,21.0,Right,Midfield,14 / 0,175,0,Wales
7751,England,Blackburn,-2.4840566,53.749326,64.0,9360.0,71.55578093306288,42233.71196754564,Jacob Davenport,Blackburn,https://img.fminside.net/facesfm22/28106356.png,56.0,22.0,Left,Midfield,0 / 0,177,0,England
7752,England,London,-0.1276474,51.5073219,65.0,2920.0,71.55578093306288,42233.71196754564,Luke Dreher,Crystal Palace,https://img.fminside.net/facesfm22/28106287.png,56.0,22.0,Right,Midfield,0 / 0,180,0,England
7753,England,Coventry,-1.510477,52.4081812,72.0,9940.0,71.55578093306288,42233.71196754564,Jake Clarke-Salter,Coventry,https://img.fminside.net/facesfm22/28097983.png,56.0,23.0,Left,Defenders,0 / 0,188,77,England
7754,England,Ipswich,1.1526345,52.0579495,65.0,7020.0,71.55578093306288,42233.71196754564,Lee Evans,Ipswich Town,https://img.fminside.net/facesfm22/28083837.png,56.0,27.0,Right,Midfield,4 / 0,186,88,Wales
7755,China PR,Guangzhou,113.2592945,23.1301964,68.0,50020.0,68.47222222222223,37336.38888888889,Tyias Browning,Guangzhou Evergrande,https://img.fminside.net/facesfm22/28058228.png,56.0,27.0,Right,Defenders,3 / 0,185,76,China PR
7756,Switzerland,Lausanne,6.6327025,46.5218269,60.0,2890.0,65.50887573964496,6619.408284023669,Elton Monteiro,Lausanne-Sport,https://img.fminside.net/facesfm22/28058160.png,56.0,27.0,Right,Defenders,0 / 0,192,82,Portugal
7757,England,Blackpool,-3.0564845,53.8182212,65.0,4680.0,71.55578093306288,42233.71196754564,Luke Garbutt,Blackpool,https://img.fminside.net/facesfm22/28047409.png,56.0,28.0,Left,Midfield,0 / 0,180,73,England
7758,England,Portsmouth,-1.075614,50.8036831,61.0,2920.0,71.55578093306288,42233.71196754564,Ryan Tunnicliffe,Portsmouth,https://img.fminside.net/facesfm22/28037203.png,56.0,28.0,Right,Midfield,0 / 0,183,80,England
7759,England,Stoke-on-Trent,-2.1812607,53.0162014,70.0,35100.0,71.55578093306288,42233.71196754564,Tom Ince,Stoke,https://img.fminside.net/facesfm22/28027646.png,56.0,29.0,Left,Striker,0 / 0,178,66,England
7760,Italy,Reggio Calabria,15.6397556,38.1035389,63.0,5340.0,69.73652694610779,26731.221556886227,Karim Laribi,Reggina,https://img.fminside.net/facesfm22/28021774.png,56.0,30.0,Right,Striker,2 / 0,175,67,Tunisia
7761,England,Birmingham,-1.9026911,52.4796992,63.0,11700.0,71.55578093306288,42233.71196754564,Gary Gardner,Birmingham,https://img.fminside.net/facesfm22/28018791.png,56.0,28.0,Right,Midfield,0 / 0,188,82,England
7762,England,Stoke-on-Trent,-2.1812607,53.0162014,66.0,29250.0,71.55578093306288,42233.71196754564,Danny Batth,Stoke,https://img.fminside.net/facesfm22/28017279.png,56.0,30.0,Right,Defenders,0 / 0,191,90,England
7763,Turkey,Ankara,32.8540482,39.9207886,64.0,5000.0,66.57402597402597,15953.35064935065,Kazenga LuaLua,Gençlerbirliği,https://img.fminside.net/facesfm22/28003469.png,56.0,30.0,Right,Striker,0 / 0,181,77,Democratic Republic of Congo
7764,Denmark,Randers,10.0425957,56.4355428,61.0,1080.0,66.0896551724138,4408.482758620689,Frederik Lauenborg,Randers FC,https://img.fminside.net/facesfm22/27110646.png,56.0,24.0,Left,Midfield,0 / 0,181,80,Denmark
7765,Denmark,Viborg,9.4059354,56.4469128,61.0,2270.0,66.0896551724138,4408.482758620689,Sebastian Grønning,Viborg FF,https://img.fminside.net/facesfm22/27097467.png,56.0,24.0,Right,Striker,0 / 0,188,85,Denmark
7766,Belgium,Westerlo,4.9168675,51.086694,58.0,4500.0,65.33440514469453,9041.575562700964,Christoffer Remmer,KVC Westerlo,https://img.fminside.net/facesfm22/27041139.png,56.0,28.0,Right,Defenders,0 / 0,182,79,Denmark
7767,Cyprus,Limassol,33.0332657,34.6852901,59.0,2700.0,62.80555555555556,3157.9166666666665,Bassel Jradi,Apollon Limassol,https://img.fminside.net/facesfm22/27031212.png,56.0,27.0,Right,Striker,10 / 1,187,78,Lebanon
7768,Italy,Terni,12.439657354368808,42.6539486,68.0,4770.0,69.73652694610779,26731.221556886227,Frederik Sørensen,Ternana,https://img.fminside.net/facesfm22/27020708.png,56.0,29.0,Right,Defenders,1 / 0,194,80,Denmark
7769,Denmark,Lyngby,12.5051413,55.7718649,57.0,2020.0,66.0896551724138,4408.482758620689,Marcel Rømer,Lyngby BK,https://img.fminside.net/facesfm22/27012018.png,56.0,29.0,Right,Midfield,0 / 0,181,77,Denmark
7770,Czech Republic,Opava,17.9024174,49.9389004,56.0,780.0,64.1651376146789,3474.1284403669724,Lukáš Holík,SFC Opava,https://img.fminside.net/facesfm22/25034455.png,56.0,28.0,Right,Striker,0 / 0,182,77,Czech Republic
7771,Croatia,Šibenik,15.8961863,43.7338436,65.0,300.0,64.61538461538461,4221.978021978022,Mario Curic,Šibenik,https://img.fminside.net/facesfm22/24057579.png,56.0,22.0,Left,Striker,0 / 0,182,77,Croatia
7772,Croatia,Zagreb,15.9771774,45.8131847,65.0,4620.0,64.61538461538461,4221.978021978022,Marko Ðira,Lokomotiva,https://img.fminside.net/facesfm22/24051736.png,56.0,22.0,Left,Midfield,0 / 0,171,69,Croatia
7773,Croatia,Zagreb,15.9771774,45.8131847,59.0,660.0,64.61538461538461,4221.978021978022,Marko Dabro,Lokomotiva,https://img.fminside.net/facesfm22/24041317.png,56.0,24.0,Left,Striker,0 / 0,177,71,Croatia
7774,South Korea,Busan,129.0752365,35.1799528,61.0,2840.0,62.73809523809524,4805.238095238095,Domagoj Droždek,Busan IPark,https://img.fminside.net/facesfm22/24039624.png,56.0,25.0,Right,Striker,0 / 0,180,70,Croatia
7775,Belarus,Borisov,28.5117849,54.2240665,59.0,2500.0,59.333333333333336,2877.777777777778,Jakov Filipovic,BATE Borisov,https://img.fminside.net/facesfm22/24025948.png,56.0,28.0,Right,Defenders,3 / 0,191,86,Croatia
7776,Croatia,Osijek,18.6953685,45.5548793,65.0,690.0,64.61538461538461,4221.978021978022,Petar Brlek,Osijek,https://img.fminside.net/facesfm22/24021581.png,56.0,27.0,Right,Midfield,0 / 0,180,74,Croatia
7777,Kuwait,Mansouriya,47.99591774427749,29.35735105,57.0,1570.0,62.714285714285715,5787.142857142857,Josip Kneževic,Al-Arabi (KUW),https://img.fminside.net/facesfm22/24001105.png,56.0,33.0,Left,Striker,0 / 0,186,79,Croatia
7778,Iran,Tehran,51.3896004,35.6892523,58.0,2500.0,59.31578947368421,7682.105263157895,Reza Asadi,Persepolis,https://img.fminside.net/facesfm22/23390763.png,56.0,25.0,Right,Midfield,0 / 0,193,85,Iran
7779,Saudi Arabia,Jeddah,39.1653612,21.5810088,58.0,15040.0,66.34848484848484,34304.84848484849,Ziyad Al-Sahfi,Al-Ittihad (KSA),https://img.fminside.net/facesfm22/23374878.png,56.0,26.0,Right,Defenders,9 / 0,184,73,Saudi Arabia
7780,Iran,Tehran,51.3896004,35.6892523,59.0,6580.0,59.31578947368421,7682.105263157895,Amir Arsalan Motah..,Esteghlal,https://img.fminside.net/faces/default-2020.png,56.0,28.0,Right,Striker,0 / 0,180,72,Iran
7781,Iran,Tehran,51.3896004,35.6892523,59.0,9580.0,59.31578947368421,7682.105263157895,Siavash Yazdani,Esteghlal,https://img.fminside.net/faces/default-2020.png,56.0,29.0,Right,Defenders,0 / 0,191,0,Iran
7782,Iran,Tehran,51.3896004,35.6892523,58.0,6580.0,59.31578947368421,7682.105263157895,Zobeir Niknafs,Esteghlal,https://img.fminside.net/faces/default-2020.png,56.0,28.0,Right,Midfield,0 / 0,182,0,Iran
7783,Qatar,Doha,51.5264162,25.2856329,59.0,17040.0,65.97058823529412,29860.0,Farshid Esmaeili,Al-Arabi (QAT),https://img.fminside.net/faces/default-2020.png,56.0,27.0,Right,Striker,0 / 0,172,67,Iran
7784,Saudi Arabia,Riyadh,46.7160104,24.638916,60.0,16130.0,66.34848484848484,34304.84848484849,Abdulmajeed Al-Sul..,Al-Nassr (KSA),https://img.fminside.net/facesfm22/23248146.png,56.0,27.0,Right,Midfield,3 / 0,169,63,Saudi Arabia
7785,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,65.0,3950.0,63.85049019607843,4496.703431372549,José San Román,All Boys,https://img.fminside.net/facesfm22/964446.png,56.0,32.0,Right,Midfield,0 / 0,171,71,Argentina
7786,Argentina,Vicente López (BA),-58.5036282,-34.5244484,56.0,2100.0,63.85049019607843,4496.703431372549,Hernán Lamberti,Platense,https://img.fminside.net/facesfm22/961320.png,56.0,37.0,Right,Midfield,0 / 0,175,72,Argentina
7787,Argentina,Santiago del Estero (SE),37.1833,67.3667,58.0,3440.0,63.85049019607843,4496.703431372549,Rubén Zamponi,Mitre (SdE),https://img.fminside.net/facesfm22/958631.png,56.0,34.0,Right,Defenders,0 / 0,186,99,Argentina
7788,Argentina,Rosario (SF),-60.6615415,-32.9595004,70.0,5360.0,63.85049019607843,4496.703431372549,Fernando Belluschi,Newell's Old Boys,https://img.fminside.net/facesfm22/954463.png,56.0,37.0,Right,Midfield,6 / 0,171,68,Argentina
7789,Argentina,Tandil (BA),-59.1356957,-37.3282887,65.0,4280.0,63.85049019607843,4496.703431372549,Osvaldo Barsottini,Santamarina,https://img.fminside.net/facesfm22/950324.png,56.0,39.0,Right,Defenders,0 / 0,182,83,Argentina
7790,United States,Fullerton (CA),-117.9243399,33.8739385,64.0,1610.0,64.87586206896552,10691.241379310344,Thomas Enevoldsen,Orange County,https://img.fminside.net/facesfm22/934943.png,56.0,33.0,Right,Striker,11 / 1,181,74,Denmark
7791,Norway,Kristiansund,7.545258996501891,63.216819400000006,58.0,380.0,63.202312138728324,1663.8150289017342,Amin Askar,Kristiansund,https://img.fminside.net/facesfm22/759635.png,56.0,35.0,Right,Striker,0 / 0,174,62,Norway
7792,England,Norwich,1.2923049,52.6285694,80.0,17550.0,71.55578093306288,42233.71196754564,Bali Mumba,Norwich,https://img.fminside.net/facesfm22/222138.png,56.0,19.0,Right,Midfield,0 / 0,176,62,England
7793,France,Ajaccio,8.7376029,41.9263991,58.0,4110.0,68.49810606060606,24544.280303030304,Michaël Barreto,AC Ajaccio,https://img.fminside.net/facesfm22/167576.png,56.0,30.0,Right,Striker,0 / 0,174,63,France
7794,Iran,Tehran,51.3896004,35.6892523,58.0,11500.0,59.31578947368421,7682.105263157895,Vouria Ghafouri,Esteghlal,https://img.fminside.net/faces/default-2020.png,56.0,33.0,Right,Midfield,28 / 0,178,0,Iran
7795,Bulgaria,Sofia,48.2562163,-15.2538402,63.0,710.0,62.857142857142854,3511.6071428571427,Ivan Turitsov,CSKA-Sofia,https://img.fminside.net/facesfm22/22072545.png,56.0,21.0,Right,Defenders,4 / 0,178,71,Bulgaria
7796,Bulgaria,Stara Zagora,25.6257479,42.4248111,59.0,1200.0,62.857142857142854,3511.6071428571427,Kamen Hadzhiev,Beroe Stara Zagora,https://img.fminside.net/facesfm22/22023569.png,56.0,29.0,Left,Defenders,1 / 0,188,83,Bulgaria
7797,Israel,Petach-Tikva,34.8859985,32.0877639,60.0,2860.0,64.78,5889.4,Nico Olsak,Maccabi Petah Tikva,https://img.fminside.net/facesfm22/20032852.png,56.0,29.0,Right,Midfield,0 / 0,186,80,Argentina
7798,Scotland,Aberdeen,-2.0928095,57.1482429,60.0,5850.0,66.12962962962963,8470.462962962964,Christian Ramírez,Aberdeen,https://img.fminside.net/facesfm22/20030975.png,56.0,30.0,Right,Striker,2 / 1,188,85,United States
7799,Brazil,Porto Alegre (RS),-51.2303767,-30.0324999,60.0,1620.0,66.51527777777778,6301.625,Léo Pereira,Grêmio,https://img.fminside.net/facesfm22/19380215.png,56.0,20.0,Left,Striker,0 / 0,172,0,Brazil
7800,Brazil,Fortaleza (CE),-38.5217989,-3.7304512,63.0,1450.0,66.51527777777778,6301.625,Rick,Ceará,https://img.fminside.net/facesfm22/19371428.png,56.0,21.0,Right,Striker,0 / 0,170,66,Brazil
7801,Brazil,Porto Alegre (RS),-51.2303767,-30.0324999,80.0,1690.0,66.51527777777778,6301.625,Fernando Henrique,Grêmio,https://img.fminside.net/facesfm22/19365574.png,56.0,20.0,Right,Midfield,0 / 0,182,0,Brazil
7802,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,67.0,1110.0,66.51527777777778,6301.625,Calebe,Atlético Mineiro,https://img.fminside.net/facesfm22/19363221.png,56.0,21.0,Left,Midfield,0 / 0,173,67,Brazil
7803,Brazil,Santos (SP),-46.333889,-23.960833,80.0,1670.0,66.51527777777778,6301.625,Lucas Pires,Santos,https://img.fminside.net/facesfm22/19335371.png,56.0,20.0,Left,Striker,0 / 0,182,0,Brazil
7804,Brazil,Florianópolis (SC),-48.5496098,-27.5973002,61.0,1580.0,66.51527777777778,6301.625,Getúlio,Avaí,https://img.fminside.net/facesfm22/19313398.png,56.0,24.0,Right,Striker,0 / 0,185,74,Brazil
7805,United Arab Emirates,Sharjah,55.4210633,25.3461498,68.0,18900.0,65.27027027027027,21869.18918918919,Luanzinho,Sharjah,https://img.fminside.net/faces/default-2020.png,56.0,21.0,Right,Striker,0 / 0,173,66,Brazil
7806,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,63.0,1710.0,66.51527777777778,6301.625,Ramon,América Mineiro,https://img.fminside.net/facesfm22/19285378.png,56.0,24.0,Left,Midfield,0 / 0,174,69,Brazil
7807,Brazil,Chapecó (SC),-52.6166878,-27.0922364,63.0,1610.0,66.51527777777778,6301.625,Léo Gomes,Chapecoense,https://img.fminside.net/facesfm22/19271096.png,56.0,24.0,Right,Midfield,0 / 0,181,74,Brazil
7808,Brazil,Rio de Janeiro (RJ),-43.2093727,-22.9110137,66.0,1670.0,66.51527777777778,6301.625,Matheus Frizzo,Botafogo,https://img.fminside.net/facesfm22/19264441.png,56.0,22.0,Left,Midfield,0 / 0,182,71,Brazil
7809,Brazil,Chapecó (SC),-52.6166878,-27.0922364,57.0,1410.0,66.51527777777778,6301.625,Anderson Leite,Chapecoense,https://img.fminside.net/facesfm22/19255932.png,56.0,28.0,Right,Midfield,0 / 0,183,79,Brazil
7810,Brazil,Aracaju (SE),-37.0774655,-10.9162061,59.0,1020.0,66.51527777777778,6301.625,Robinho,AS Confiança-SE,https://img.fminside.net/facesfm22/19249851.png,56.0,26.0,Right,Striker,0 / 0,166,68,Brazil
7811,Brazil,Recife (PE),-34.8805879,-8.0650409,65.0,810.0,66.51527777777778,6301.625,Thiago Lopes,Sport Recife,https://img.fminside.net/facesfm22/19233488.png,56.0,24.0,Right,Striker,0 / 0,178,71,Brazil
7812,Portugal,Ponta Delgada,-25.6683618,37.7394344,58.0,2040.0,66.94324324324324,6634.8378378378375,Cryzan,CD Santa Clara,https://img.fminside.net/facesfm22/19223552.png,56.0,24.0,Right,Striker,0 / 0,182,70,Brazil
7813,Brazil,Ponta Grossa (PR),-50.1601812,-25.0891685,60.0,1460.0,66.51527777777778,6301.625,Fabiano,Operário Ferroviário,https://img.fminside.net/facesfm22/19219207.png,56.0,31.0,Left,Defenders,0 / 0,180,73,Brazil
7814,Brazil,Curitiba (PR),-49.2712724,-25.4295963,64.0,1670.0,66.51527777777778,6301.625,Romário,Coritiba,https://img.fminside.net/facesfm22/19187932.png,56.0,29.0,Left,Defenders,0 / 0,171,72,Brazil
7815,Brazil,Caxias do Sul (RS),-51.1796197,-29.1684951,59.0,1410.0,66.51527777777778,6301.625,Matheuzinho,Juventude,https://img.fminside.net/facesfm22/19171008.png,56.0,28.0,Left,Striker,0 / 0,171,67,Brazil
7816,Brazil,Campinas (SP),-47.06083,-22.90556,63.0,1520.0,66.51527777777778,6301.625,Diogo Mateus,Guarani FC,https://img.fminside.net/facesfm22/19164863.png,56.0,28.0,Right,Defenders,0 / 0,173,67,Brazil
7817,Brazil,Campinas (SP),-47.06083,-22.90556,62.0,1520.0,66.51527777777778,6301.625,Andrigo,Guarani FC,https://img.fminside.net/facesfm22/19159353.png,56.0,26.0,Right,Striker,0 / 0,170,71,Brazil
7818,Brazil,Chapecó (SC),-52.6166878,-27.0922364,62.0,1820.0,66.51527777777778,6301.625,Ezequiel,Chapecoense,https://img.fminside.net/facesfm22/19148208.png,56.0,28.0,Right,Defenders,0 / 0,179,71,Brazil
7819,Brazil,Florianópolis (SC),-48.5496098,-27.5973002,63.0,1540.0,66.51527777777778,6301.625,Renato,Avaí,https://img.fminside.net/facesfm22/19144020.png,56.0,31.0,Right,Striker,0 / 0,175,75,Brazil
7820,Brazil,Ponta Grossa (PR),-50.1601812,-25.0891685,60.0,1460.0,66.51527777777778,6301.625,Bonfim,Operário Ferroviário,https://img.fminside.net/facesfm22/19123752.png,56.0,29.0,Right,Defenders,0 / 0,188,90,Brazil
7821,Portugal,Tondela,-8.08053,40.51642,65.0,1750.0,66.94324324324324,6634.8378378378375,Bebeto,CD Tondela,https://img.fminside.net/facesfm22/19088884.png,56.0,31.0,Right,Defenders,0 / 0,174,70,Brazil
7822,Azerbaijan,Baku,49.8326748,40.3754434,56.0,2510.0,60.86666666666667,2649.3333333333335,Richard,Qarabağ FK,https://img.fminside.net/facesfm22/19074791.png,56.0,32.0,Left,Midfield,18 / 3,177,68,Azerbaijan
7823,Brazil,Aracaju (SE),-37.0774655,-10.9162061,63.0,1430.0,66.51527777777778,6301.625,Adalberto,AS Confiança-SE,https://img.fminside.net/facesfm22/19033065.png,56.0,33.0,Left,Defenders,0 / 0,185,79,Brazil
7824,Brazil,Belo Horizonte (MG),-43.9450948,-19.9227318,72.0,12990.0,66.51527777777778,6301.625,Henrique,Cruzeiro,https://img.fminside.net/facesfm22/19008069.png,56.0,36.0,Right,Midfield,0 / 0,180,72,Brazil
7825,Netherlands,Tilburg,5.066061908648313,51.585618749999995,61.0,2000.0,67.90942028985508,7040.579710144928,Elton Kabangu,Willem II,https://img.fminside.net/facesfm22/18096681.png,56.0,23.0,Left,Striker,0 / 0,178,0,Democratic Republic of Congo
7826,Netherlands,Almelo,6.66725277634109,52.3567956,61.0,1000.0,67.90942028985508,7040.579710144928,Lucas Schoofs,Heracles,https://img.fminside.net/facesfm22/18086153.png,56.0,24.0,Right,Midfield,0 / 0,186,68,Belgium
7827,Austria,Graz,15.4382786,47.0708678,74.0,680.0,64.76119402985074,6071.3432835820895,Niklas Geyrhofer,Sturm Graz,https://img.fminside.net/facesfm22/16191343.png,56.0,21.0,Right,Defenders,0 / 0,188,77,Austria
7828,Austria,Vienna,16.3725042,48.2083537,72.0,890.0,64.76119402985074,6071.3432835820895,Vesel Demaku,Austria Wien,https://img.fminside.net/facesfm22/16184665.png,56.0,21.0,Right,Midfield,0 / 0,180,68,Austria
7829,Serbia,Novi Sad,19.8451756,45.2551338,58.0,950.0,64.4074074074074,3783.1481481481483,Dušan Stevanovic,FK Vojvodina,https://img.fminside.net/facesfm22/16177793.png,56.0,24.0,Left,Defenders,0 / 0,185,78,Serbia
7830,Austria,Wolfsberg,14.8452061,46.8390583,62.0,2380.0,64.76119402985074,6071.3432835820895,David Gugganig,Wolfsberger AC,https://img.fminside.net/facesfm22/16148089.png,56.0,24.0,Left,Defenders,0 / 0,190,66,Austria
7831,Austria,Graz,15.4382786,47.0708678,57.0,1850.0,64.76119402985074,6071.3432835820895,Michael Huber,Grazer AK 1902,https://img.fminside.net/facesfm22/16015049.png,56.0,31.0,Right,Midfield,0 / 0,190,76,Austria
7832,Austria,St. Pölten,15.817633511871579,48.138601449999996,63.0,5340.0,64.76119402985074,6071.3432835820895,Deni Alar,SKN St. Pölten,https://img.fminside.net/facesfm22/16004875.png,56.0,31.0,Left,Striker,2 / 0,185,79,Austria
7833,England,Birmingham,-1.9026911,52.4796992,70.0,6730.0,71.55578093306288,42233.71196754564,Riley McGree,Birmingham,https://img.fminside.net/facesfm22/15075581.png,56.0,22.0,Left,Midfield,3 / 0,178,72,Australia
7834,Australia,Sydney,151.2082848,-33.8698439,63.0,3570.0,62.23529411764706,3368.823529411765,Tommy Oar,Macarthur FC,https://img.fminside.net/facesfm22/15006266.png,56.0,29.0,Left,Striker,28 / 2,169,64,Australia
7835,Argentina,Córdoba (CB),-78.8457951,-2.2639278,63.0,3830.0,63.85049019607843,4496.703431372549,Santiago Longo,Belgrano,https://img.fminside.net/facesfm22/14241895.png,56.0,23.0,Right,Midfield,0 / 0,180,0,Argentina
7836,Argentina,Mendoza (MZ),-108.15359057570254,25.36672725,58.0,1970.0,63.85049019607843,4496.703431372549,Franco Carrasco,Gimnasia (Mendoza),https://img.fminside.net/facesfm22/14239861.png,56.0,25.0,Right,Midfield,0 / 0,174,72,Argentina
7837,Argentina,La Plata (BA),-57.9537638,-34.9206797,80.0,1120.0,63.85049019607843,4496.703431372549,David Ayala,Estudiantes (LP),https://img.fminside.net/facesfm22/14233588.png,56.0,18.0,Left,Midfield,0 / 0,174,69,Argentina
7838,Argentina,Santa Fe (SF),-60.7019561,-31.6186951,80.0,1480.0,63.85049019607843,4496.703431372549,Lucas Beltrán,Colón,https://img.fminside.net/facesfm22/14217414.png,56.0,20.0,Right,Striker,0 / 0,174,75,Argentina
7839,Argentina,Berisso (BA),-57.8828667,-34.8688565,59.0,3410.0,63.85049019607843,4496.703431372549,Alexis Alegre,Villa San Carlos,https://img.fminside.net/facesfm22/14207657.png,56.0,24.0,Right,Midfield,0 / 0,172,72,Argentina
7840,Argentina,Banfield (BA),-58.3960811,-34.7437455,63.0,1350.0,63.85049019607843,4496.703431372549,Gonzalo Miceli,Banfield,https://img.fminside.net/facesfm22/14202184.png,56.0,23.0,Right,Midfield,0 / 0,175,71,Argentina
7841,Argentina,Godoy Cruz (MZ),-58.4381422,-34.5903481,64.0,2800.0,63.85049019607843,4496.703431372549,Gianluca Ferrari,Godoy Cruz,https://img.fminside.net/facesfm22/14202000.png,56.0,23.0,Right,Defenders,0 / 0,181,0,Argentina
7842,Chile,Macul,-70.59973215756841,-33.49194265,80.0,3400.0,64.38853503184713,2759.808917197452,Pablo Solari,Colo-Colo,https://img.fminside.net/facesfm22/14201600.png,56.0,20.0,Right,Striker,0 / 0,181,0,Argentina
7843,Argentina,José Ingenieros (BA),-58.537008,-34.61807,57.0,3300.0,63.85049019607843,4496.703431372549,Gastón Blanc,Almagro,https://img.fminside.net/facesfm22/14199712.png,56.0,24.0,Right,Midfield,0 / 0,181,78,Argentina
7844,Argentina,Mendoza (MZ),-108.15359057570254,25.36672725,59.0,2140.0,63.85049019607843,4496.703431372549,Oscar Garrido,Gimnasia (Mendoza),https://img.fminside.net/facesfm22/14191869.png,56.0,23.0,Right,Midfield,0 / 0,171,67,Argentina
7845,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,61.0,1200.0,63.85049019607843,4496.703431372549,Gastón Hernández,San Lorenzo,https://img.fminside.net/facesfm22/14188050.png,56.0,23.0,Right,Defenders,0 / 0,185,83,Argentina
7846,Argentina,Vicente López (BA),-58.5036282,-34.5244484,63.0,3830.0,63.85049019607843,4496.703431372549,Julián Marcioni,Platense,https://img.fminside.net/facesfm22/14185341.png,56.0,23.0,Right,Striker,0 / 0,176,72,Argentina
7847,Argentina,Santa Fe (SF),-60.7019561,-31.6186951,80.0,780.0,63.85049019607843,4496.703431372549,Daniel Juárez,Unión de Santa Fe,https://img.fminside.net/facesfm22/14184893.png,56.0,19.0,Right,Striker,0 / 0,174,67,Argentina
7848,Argentina,San Martín (BA),-2.6885596,42.8469237,59.0,1520.0,63.85049019607843,4496.703431372549,Lucas Lezcano,Chacarita Jrs.,https://img.fminside.net/facesfm22/14184626.png,56.0,22.0,Right,Striker,0 / 0,177,73,Argentina
7849,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,58.0,2140.0,63.85049019607843,4496.703431372549,Germán Estigarribia,Barracas Central,https://img.fminside.net/facesfm22/14183099.png,56.0,24.0,Left,Striker,0 / 0,187,87,Argentina
7850,Argentina,Godoy Cruz (MZ),-58.4381422,-34.5903481,62.0,840.0,63.85049019607843,4496.703431372549,Sebastián Lomónaco,Godoy Cruz,https://img.fminside.net/facesfm22/14182406.png,56.0,22.0,Right,Striker,0 / 0,173,66,Argentina
7851,Argentina,Campana (BA),-58.9586837,-34.1636631,62.0,2800.0,63.85049019607843,4496.703431372549,Fernando Bersano,Villa Dálmine,https://img.fminside.net/facesfm22/14166106.png,56.0,23.0,Left,Midfield,0 / 0,168,68,Argentina
7852,Chile,Talcahuano,-73.1141463,-36.7144863,61.0,1570.0,64.38853503184713,2759.808917197452,Walter Mazzantti,Huachipato,https://img.fminside.net/facesfm22/14150230.png,56.0,24.0,Left,Striker,0 / 0,174,68,Argentina
7853,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,59.0,2910.0,63.85049019607843,4496.703431372549,Franco Toloza,Ferro Carril Oeste,https://img.fminside.net/facesfm22/14149571.png,56.0,27.0,Right,Striker,0 / 0,180,78,Argentina
7854,Argentina,Ciudad de Buenos Aires,-58.4370894,-34.6075682,56.0,3200.0,63.85049019607843,4496.703431372549,Braian Sánchez,Dep. Riestra,https://img.fminside.net/facesfm22/14149017.png,56.0,28.0,Right,Striker,0 / 0,170,64,Argentina
